cohortId,cohortName
7343,"lovastatin exposures w 0d prior obsv, 30d gap"
7344,"loxapine exposures w 0d prior obsv, 30d gap"
7345,"lubiprostone exposures w 0d prior obsv, 30d gap"
7346,"luliconazole exposures w 0d prior obsv, 30d gap"
7347,"Lumateperone exposures w 0d prior obsv, 30d gap"
7348,"lurasidone exposures w 0d prior obsv, 30d gap"
7350,"magaldrate exposures w 0d prior obsv, 30d gap"
7351,"magnesium carbonate exposures w 0d prior obsv, 30d gap"
7352,"magnesium citrate exposures w 0d prior obsv, 30d gap"
7353,"magnesium hydroxide exposures w 0d prior obsv, 30d gap"
7354,"magnesium salicylate exposures w 0d prior obsv, 30d gap"
7355,"magnesium sulfate exposures w 0d prior obsv, 30d gap"
7356,"magnesium trisilicate exposures w 0d prior obsv, 30d gap"
7357,"maprotiline exposures w 0d prior obsv, 30d gap"
7360,"meclocycline exposures w 0d prior obsv, 30d gap"
7361,"meclofenamate exposures w 0d prior obsv, 30d gap"
7362,"medroxyprogesterone exposures w 0d prior obsv, 30d gap"
7363,"medrysone exposures w 0d prior obsv, 30d gap"
7364,"mefenamate exposures w 0d prior obsv, 30d gap"
7365,"meloxicam exposures w 0d prior obsv, 30d gap"
7366,"melphalan exposures w 0d prior obsv, 30d gap"
7367,"meperidine exposures w 0d prior obsv, 30d gap"
7368,"mercaptopurine exposures w 0d prior obsv, 30d gap"
7369,"mesalamine exposures w 0d prior obsv, 30d gap"
7370,"metaxalone exposures w 0d prior obsv, 30d gap"
7371,"metformin exposures w 0d prior obsv, 30d gap"
7372,"methadone exposures w 0d prior obsv, 30d gap"
7373,"methamphetamine exposures w 0d prior obsv, 30d gap"
7374,"methapyrilene exposures w 0d prior obsv, 30d gap"
7375,"methdilazine exposures w 0d prior obsv, 30d gap"
7376,"methicillin exposures w 0d prior obsv, 30d gap"
7377,"methocarbamol exposures w 0d prior obsv, 30d gap"
7378,"methohexital exposures w 0d prior obsv, 30d gap"
7379,"methotrexate exposures w 0d prior obsv, 30d gap"
7380,"methoxsalen exposures w 0d prior obsv, 30d gap"
7381,"methoxy polyethylene glycol-epoetin beta exposures w 0d prior obsv, 30d gap"
7382,"methylcellulose exposures w 0d prior obsv, 30d gap"
7384,"methylprednisolone exposures w 0d prior obsv, 30d gap"
7385,"methysergide exposures w 0d prior obsv, 30d gap"
7386,"metoclopramide exposures w 0d prior obsv, 30d gap"
7387,"metronidazole exposures w 0d prior obsv, 30d gap"
7388,"metylperon exposures w 0d prior obsv, 30d gap"
7389,"mezlocillin exposures w 0d prior obsv, 30d gap"
7390,"micafungin exposures w 0d prior obsv, 30d gap"
7391,"miconazole exposures w 0d prior obsv, 30d gap"
7392,"midazolam exposures w 0d prior obsv, 30d gap"
7393,"midostaurin exposures w 0d prior obsv, 30d gap"
7394,"miglitol exposures w 0d prior obsv, 30d gap"
7396,"mineral oil exposures w 0d prior obsv, 30d gap"
7397,"minocycline exposures w 0d prior obsv, 30d gap"
7398,"mirabegron exposures w 0d prior obsv, 30d gap"
7399,"mirtazapine exposures w 0d prior obsv, 30d gap"
7400,"mitoxantrone exposures w 0d prior obsv, 30d gap"
7401,"mivacurium exposures w 0d prior obsv, 30d gap"
7402,"modafinil exposures w 0d prior obsv, 30d gap"
7403,"molindone exposures w 0d prior obsv, 30d gap"
7404,"mometasone exposures w 0d prior obsv, 30d gap"
7405,"Moperone exposures w 0d prior obsv, 30d gap"
7406,"morphine exposures w 0d prior obsv, 30d gap"
7407,"moxifloxacin exposures w 0d prior obsv, 30d gap"
7408,"mycophenolate mofetil exposures w 0d prior obsv, 30d gap"
7409,"mycophenolic acid exposures w 0d prior obsv, 30d gap"
7410,"nabumetone exposures w 0d prior obsv, 30d gap"
7411,"nafcillin exposures w 0d prior obsv, 30d gap"
7412,"naftifine exposures w 0d prior obsv, 30d gap"
7413,"nalbuphine exposures w 0d prior obsv, 30d gap"
7414,"nalidixate exposures w 0d prior obsv, 30d gap"
7416,"naproxen exposures w 0d prior obsv, 30d gap"
7417,"naratriptan exposures w 0d prior obsv, 30d gap"
7418,"natalizumab exposures w 0d prior obsv, 30d gap"
7419,"nateglinide exposures w 0d prior obsv, 30d gap"
7420,"nedocromil exposures w 0d prior obsv, 30d gap"
7421,"nefazodone exposures w 0d prior obsv, 30d gap"
7422,"nelfinavir exposures w 0d prior obsv, 30d gap"
7423,"nesiritide exposures w 0d prior obsv, 30d gap"
7424,"nevirapine exposures w 0d prior obsv, 30d gap"
7425,"niacinamide exposures w 0d prior obsv, 30d gap"
7426,"nilutamide exposures w 0d prior obsv, 30d gap"
7427,"nintedanib exposures w 0d prior obsv, 30d gap"
7428,"nitrofurantoin exposures w 0d prior obsv, 30d gap"
7429,"nitroglycerin exposures w 0d prior obsv, 30d gap"
7430,"nitroprusside exposures w 0d prior obsv, 30d gap"
7431,"nivolumab exposures w 0d prior obsv, 30d gap"
7432,"nizatidine exposures w 0d prior obsv, 30d gap"
7433,"nonoxynol-9 exposures w 0d prior obsv, 30d gap"
7435,"norfloxacin exposures w 0d prior obsv, 30d gap"
7436,"norgestrel exposures w 0d prior obsv, 30d gap"
7437,"nortriptyline exposures w 0d prior obsv, 30d gap"
7438,"nystatin exposures w 0d prior obsv, 30d gap"
7439,"obinutuzumab exposures w 0d prior obsv, 30d gap"
7440,"octoxynol-9 exposures w 0d prior obsv, 30d gap"
7441,"ofatumumab exposures w 0d prior obsv, 30d gap"
7442,"ofloxacin exposures w 0d prior obsv, 30d gap"
7443,"olanzapine exposures w 0d prior obsv, 30d gap"
7444,"olopatadine exposures w 0d prior obsv, 30d gap"
7445,"omeprazole exposures w 0d prior obsv, 30d gap"
7446,"oritavancin exposures w 0d prior obsv, 30d gap"
7447,"orphenadrine exposures w 0d prior obsv, 30d gap"
7448,"oxacillin exposures w 0d prior obsv, 30d gap"
7449,"oxaprozin exposures w 0d prior obsv, 30d gap"
7450,"oxcarbazepine exposures w 0d prior obsv, 30d gap"
7451,"oxiconazole exposures w 0d prior obsv, 30d gap"
7452,"oxybate exposures w 0d prior obsv, 30d gap"
7454,"oxycodone exposures w 0d prior obsv, 30d gap"
7455,"oxymetazoline exposures w 0d prior obsv, 30d gap"
7456,"oxymorphone exposures w 0d prior obsv, 30d gap"
7457,"oxytetracycline exposures w 0d prior obsv, 30d gap"
7458,"paclitaxel exposures w 0d prior obsv, 30d gap"
7460,"pancuronium exposures w 0d prior obsv, 30d gap"
7461,"panobinostat exposures w 0d prior obsv, 30d gap"
7462,"pantoprazole exposures w 0d prior obsv, 30d gap"
7463,"paregoric exposures w 0d prior obsv, 30d gap"
7464,"paroxetine exposures w 0d prior obsv, 30d gap"
7465,"pazopanib exposures w 0d prior obsv, 30d gap"
7466,"pegaspargase exposures w 0d prior obsv, 30d gap"
7470,"pemigatinib exposures w 0d prior obsv, 30d gap"
7471,"pemirolast exposures w 0d prior obsv, 30d gap"
7472,"penicillamine exposures w 0d prior obsv, 30d gap"
7473,"penicillin G exposures w 0d prior obsv, 30d gap"
7474,"penicillin V exposures w 0d prior obsv, 30d gap"
7475,"pentazocine exposures w 0d prior obsv, 30d gap"
7476,"pentobarbital exposures w 0d prior obsv, 30d gap"
7478,"pentostatin exposures w 0d prior obsv, 30d gap"
7479,"perphenazine exposures w 0d prior obsv, 30d gap"
7480,"pexidartinib exposures w 0d prior obsv, 30d gap"
7481,"phenacemide exposures w 0d prior obsv, 30d gap"
7482,"phenazopyridine exposures w 0d prior obsv, 30d gap"
7483,"phenelzine exposures w 0d prior obsv, 30d gap"
7484,"phenindamine exposures w 0d prior obsv, 30d gap"
7485,"phenylephrine exposures w 0d prior obsv, 30d gap"
7486,"phenytoin exposures w 0d prior obsv, 30d gap"
7487,"pimecrolimus exposures w 0d prior obsv, 30d gap"
7489,"pioglitazone exposures w 0d prior obsv, 30d gap"
7490,"pipamperone exposures w 0d prior obsv, 30d gap"
7491,"piperacillin exposures w 0d prior obsv, 30d gap"
7492,"piperazine exposures w 0d prior obsv, 30d gap"
7493,"pirinitramide exposures w 0d prior obsv, 30d gap"
7494,"piroxicam exposures w 0d prior obsv, 30d gap"
7495,"Plantago seed exposures w 0d prior obsv, 30d gap"
7496,"polyethylene glycol 3350 exposures w 0d prior obsv, 30d gap"
7497,"polymyxin B exposures w 0d prior obsv, 30d gap"
7498,"pomalidomide exposures w 0d prior obsv, 30d gap"
7499,"posaconazole exposures w 0d prior obsv, 30d gap"
7500,"pralsetinib exposures w 0d prior obsv, 30d gap"
7501,"pramlintide exposures w 0d prior obsv, 30d gap"
7502,"prasugrel exposures w 0d prior obsv, 30d gap"
7503,"pravastatin exposures w 0d prior obsv, 30d gap"
7504,"prednicarbate exposures w 0d prior obsv, 30d gap"
7505,"prednisolone exposures w 0d prior obsv, 30d gap"
7506,"prednisone exposures w 0d prior obsv, 30d gap"
7507,"pregabalin exposures w 0d prior obsv, 30d gap"
7508,"primidone exposures w 0d prior obsv, 30d gap"
7509,"procarbazine exposures w 0d prior obsv, 30d gap"
7510,"prochlorperazine exposures w 0d prior obsv, 30d gap"
7511,"progesterone exposures w 0d prior obsv, 30d gap"
7512,"promazine exposures w 0d prior obsv, 30d gap"
7513,"promethazine exposures w 0d prior obsv, 30d gap"
7514,"propiomazine exposures w 0d prior obsv, 30d gap"
7515,"propofol exposures w 0d prior obsv, 30d gap"
7516,"propoxyphene exposures w 0d prior obsv, 30d gap"
7517,"propranolol exposures w 0d prior obsv, 30d gap"
7518,"propylhexedrine exposures w 0d prior obsv, 30d gap"
7519,"protriptyline exposures w 0d prior obsv, 30d gap"
7520,"pseudoephedrine exposures w 0d prior obsv, 30d gap"
7521,"psyllium exposures w 0d prior obsv, 30d gap"
7522,"pyrantel exposures w 0d prior obsv, 30d gap"
7523,"pyrilamine exposures w 0d prior obsv, 30d gap"
7524,"quetiapine exposures w 0d prior obsv, 30d gap"
7525,"quizartinib hydrochloride exposures w 0d prior obsv, 30d gap"
7526,"rabeprazole exposures w 0d prior obsv, 30d gap"
7527,"radium chloride Ra-223 exposures w 0d prior obsv, 30d gap"
7528,"raltegravir exposures w 0d prior obsv, 30d gap"
7529,"ramucirumab exposures w 0d prior obsv, 30d gap"
7530,"ranitidine exposures w 0d prior obsv, 30d gap"
7531,"rapacuronium exposures w 0d prior obsv, 30d gap"
7532,"regorafenib exposures w 0d prior obsv, 30d gap"
7533,"repaglinide exposures w 0d prior obsv, 30d gap"
7534,"ribavirin exposures w 0d prior obsv, 30d gap"
7536,"riociguat exposures w 0d prior obsv, 30d gap"
7537,"ripretinib exposures w 0d prior obsv, 30d gap"
7539,"ritonavir exposures w 0d prior obsv, 30d gap"
7540,"rituximab exposures w 0d prior obsv, 30d gap"
7542,"rivastigmine exposures w 0d prior obsv, 30d gap"
7543,"rizatriptan exposures w 0d prior obsv, 30d gap"
7544,"rocuronium exposures w 0d prior obsv, 30d gap"
7545,"romidepsin exposures w 0d prior obsv, 30d gap"
7546,"ropivacaine exposures w 0d prior obsv, 30d gap"
7547,"rosiglitazone exposures w 0d prior obsv, 30d gap"
7548,"rosuvastatin exposures w 0d prior obsv, 30d gap"
7549,"rufinamide exposures w 0d prior obsv, 30d gap"
7550,"ruxolitinib exposures w 0d prior obsv, 30d gap"
7551,"salicylic acid exposures w 0d prior obsv, 30d gap"
7552,"salsalate exposures w 0d prior obsv, 30d gap"
7553,"saquinavir exposures w 0d prior obsv, 30d gap"
7554,"saxagliptin exposures w 0d prior obsv, 30d gap"
7555,"secobarbital exposures w 0d prior obsv, 30d gap"
7556,"secukinumab exposures w 0d prior obsv, 30d gap"
7557,"selegiline exposures w 0d prior obsv, 30d gap"
7558,"selenium sulfide exposures w 0d prior obsv, 30d gap"
7559,"selpercatinib exposures w 0d prior obsv, 30d gap"
7560,"sertaconazole exposures w 0d prior obsv, 30d gap"
7561,"sertraline exposures w 0d prior obsv, 30d gap"
7562,"sevoflurane exposures w 0d prior obsv, 30d gap"
7563,"sildenafil exposures w 0d prior obsv, 30d gap"
7567,"sipuleucel-T exposures w 0d prior obsv, 30d gap"
7568,"sirolimus exposures w 0d prior obsv, 30d gap"
7569,"sitagliptin exposures w 0d prior obsv, 30d gap"
7570,"sodium chloride exposures w 0d prior obsv, 30d gap"
7571,"sodium citrate exposures w 0d prior obsv, 30d gap"
7572,"sofosbuvir exposures w 0d prior obsv, 30d gap"
7573,"solifenacin exposures w 0d prior obsv, 30d gap"
7574,"sorafenib exposures w 0d prior obsv, 30d gap"
7575,"sorbitol exposures w 0d prior obsv, 30d gap"
7576,"sparfloxacin exposures w 0d prior obsv, 30d gap"
7577,"stavudine exposures w 0d prior obsv, 30d gap"
7578,"streptomycin exposures w 0d prior obsv, 30d gap"
7579,"succinylcholine exposures w 0d prior obsv, 30d gap"
7580,"sucralfate exposures w 0d prior obsv, 30d gap"
7581,"sulconazole exposures w 0d prior obsv, 30d gap"
7582,"sulfacetamide exposures w 0d prior obsv, 30d gap"
7583,"sulfacytine exposures w 0d prior obsv, 30d gap"
7584,"sulfamethoxazole exposures w 0d prior obsv, 30d gap"
7585,"sulfanilamide exposures w 0d prior obsv, 30d gap"
7586,"sulfasalazine exposures w 0d prior obsv, 30d gap"
7587,"sulfisoxazole exposures w 0d prior obsv, 30d gap"
7588,"sulfur exposures w 0d prior obsv, 30d gap"
7589,"sulindac exposures w 0d prior obsv, 30d gap"
7590,"sumatriptan exposures w 0d prior obsv, 30d gap"
7591,"sunitinib exposures w 0d prior obsv, 30d gap"
7592,"tacrine exposures w 0d prior obsv, 30d gap"
7594,"tadalafil exposures w 0d prior obsv, 30d gap"
7595,"talc exposures w 0d prior obsv, 30d gap"
7596,"taliglucerase alfa exposures w 0d prior obsv, 30d gap"
7597,"tamoxifen exposures w 0d prior obsv, 30d gap"
7599,"tavaborole exposures w 0d prior obsv, 30d gap"
7600,"tazarotene exposures w 0d prior obsv, 30d gap"
7601,"tedizolid exposures w 0d prior obsv, 30d gap"
7603,"telithromycin exposures w 0d prior obsv, 30d gap"
7604,"teniposide exposures w 0d prior obsv, 30d gap"
7605,"tenofovir disoproxil exposures w 0d prior obsv, 30d gap"
7606,"tepotinib exposures w 0d prior obsv, 30d gap"
7607,"terbinafine exposures w 0d prior obsv, 30d gap"
7608,"terbutaline exposures w 0d prior obsv, 30d gap"
7609,"terconazole exposures w 0d prior obsv, 30d gap"
7610,"terfenadine exposures w 0d prior obsv, 30d gap"
7611,"teriflunomide exposures w 0d prior obsv, 30d gap"
7612,"testolactone exposures w 0d prior obsv, 30d gap"
7613,"tetracycline exposures w 0d prior obsv, 30d gap"
7614,"tetrahydrozoline exposures w 0d prior obsv, 30d gap"
7615,"thalidomide exposures w 0d prior obsv, 30d gap"
7616,"thiabendazole exposures w 0d prior obsv, 30d gap"
7617,"thiethylperazine exposures w 0d prior obsv, 30d gap"
7618,"thioguanine exposures w 0d prior obsv, 30d gap"
7619,"thiopental exposures w 0d prior obsv, 30d gap"
7620,"thiotepa exposures w 0d prior obsv, 30d gap"
7621,"thiothixene exposures w 0d prior obsv, 30d gap"
7622,"tiagabine exposures w 0d prior obsv, 30d gap"
7623,"ticagrelor exposures w 0d prior obsv, 30d gap"
7624,"ticarcillin exposures w 0d prior obsv, 30d gap"
7625,"ticlopidine exposures w 0d prior obsv, 30d gap"
7626,"tigecycline exposures w 0d prior obsv, 30d gap"
7627,"timolol exposures w 0d prior obsv, 30d gap"
7628,"tinzaparin exposures w 0d prior obsv, 30d gap"
7629,"tipranavir exposures w 0d prior obsv, 30d gap"
7630,"tizanidine exposures w 0d prior obsv, 30d gap"
7631,"tobramycin exposures w 0d prior obsv, 30d gap"
7632,"tocilizumab exposures w 0d prior obsv, 30d gap"
7634,"tolazamide exposures w 0d prior obsv, 30d gap"
7635,"tolbutamide exposures w 0d prior obsv, 30d gap"
7636,"tolmetin exposures w 0d prior obsv, 30d gap"
7637,"tolnaftate exposures w 0d prior obsv, 30d gap"
7638,"tolterodine exposures w 0d prior obsv, 30d gap"
7639,"tolvaptan exposures w 0d prior obsv, 30d gap"
7641,"topotecan exposures w 0d prior obsv, 30d gap"
7642,"toremifene exposures w 0d prior obsv, 30d gap"
7644,"tranylcypromine exposures w 0d prior obsv, 30d gap"
7645,"trazodone exposures w 0d prior obsv, 30d gap"
7646,"treprostinil exposures w 0d prior obsv, 30d gap"
7647,"tretinoin exposures w 0d prior obsv, 30d gap"
7648,"triamcinolone exposures w 0d prior obsv, 30d gap"
7649,"trichloroacetaldehyde exposures w 0d prior obsv, 30d gap"
7650,"trifluoperazine exposures w 0d prior obsv, 30d gap"
7651,"trifluperidol exposures w 0d prior obsv, 30d gap"
7652,"triflupromazine exposures w 0d prior obsv, 30d gap"
7653,"trimeprazine exposures w 0d prior obsv, 30d gap"
7654,"trimethobenzamide exposures w 0d prior obsv, 30d gap"
7655,"trimethoprim exposures w 0d prior obsv, 30d gap"
7656,"trimipramine exposures w 0d prior obsv, 30d gap"
7657,"tripelennamine exposures w 0d prior obsv, 30d gap"
7658,"triprolidine exposures w 0d prior obsv, 30d gap"
7659,"troglitazone exposures w 0d prior obsv, 30d gap"
7660,"trospium exposures w 0d prior obsv, 30d gap"
7661,"ultralente insulin, beef-pork exposures w 0d prior obsv, 30d gap"
7662,"ultralente insulin, beef exposures w 0d prior obsv, 30d gap"
7663,"ultralente insulin, human exposures w 0d prior obsv, 30d gap"
7664,"undecylenate exposures w 0d prior obsv, 30d gap"
7666,"valproate exposures w 0d prior obsv, 30d gap"
7667,"vancomycin exposures w 0d prior obsv, 30d gap"
7668,"vandetanib exposures w 0d prior obsv, 30d gap"
7669,"vecuronium exposures w 0d prior obsv, 30d gap"
7670,"vedolizumab exposures w 0d prior obsv, 30d gap"
7671,"velaglucerase alfa exposures w 0d prior obsv, 30d gap"
7672,"venlafaxine exposures w 0d prior obsv, 30d gap"
7673,"verapamil exposures w 0d prior obsv, 30d gap"
7674,"vigabatrin exposures w 0d prior obsv, 30d gap"
7675,"vilazodone exposures w 0d prior obsv, 30d gap"
7676,"vinblastine exposures w 0d prior obsv, 30d gap"
7677,"vincristine exposures w 0d prior obsv, 30d gap"
7678,"vorapaxar exposures w 0d prior obsv, 30d gap"
7679,"voriconazole exposures w 0d prior obsv, 30d gap"
7680,"vorinostat exposures w 0d prior obsv, 30d gap"
7681,"vortioxetine exposures w 0d prior obsv, 30d gap"
7682,"warfarin exposures w 0d prior obsv, 30d gap"
7683,"wheat dextrin exposures w 0d prior obsv, 30d gap"
7684,"zalcitabine exposures w 0d prior obsv, 30d gap"
7685,"ziconotide exposures w 0d prior obsv, 30d gap"
7686,"zidovudine exposures w 0d prior obsv, 30d gap"
7687,"zinc pyrithione exposures w 0d prior obsv, 30d gap"
7688,"ziprasidone exposures w 0d prior obsv, 30d gap"
7689,"zolmitriptan exposures w 0d prior obsv, 30d gap"
7690,"Axert exposures w 0d prior obsv, 30d gap"
7691,"Balversa exposures w 0d prior obsv, 30d gap"
7692,"Caelyx exposures w 0d prior obsv, 30d gap"
7693,"Cilest exposures w 0d prior obsv, 30d gap"
7694,"Concerta exposures w 0d prior obsv, 30d gap"
7695,"Dacogen exposures w 0d prior obsv, 30d gap"
7696,"DAEWOONG MYLICON exposures w 0d prior obsv, 30d gap"
7697,"Darzalex exposures w 0d prior obsv, 30d gap"
7698,"Darzalex Faspro exposures w 0d prior obsv, 30d gap"
7699,"Ditropan,Lyrinel XL exposures w 0d prior obsv, 30d gap"
7700,"DORIBAX exposures w 0d prior obsv, 30d gap"
7701,"Duragesic exposures w 0d prior obsv, 30d gap"
7702,"Edurant exposures w 0d prior obsv, 30d gap"
7703,"Elmiron exposures w 0d prior obsv, 30d gap"
7704,"Erleada exposures w 0d prior obsv, 30d gap"
7705,"Evra exposures w 0d prior obsv, 30d gap"
7706,"Haldol Decanoate exposures w 0d prior obsv, 30d gap"
7707,"Haldol exposures w 0d prior obsv, 30d gap"
7708,"I- levofloxacin exposures w 0d prior obsv, 30d gap"
7709,"Imbruvica exposures w 0d prior obsv, 30d gap"
7710,"Incivo exposures w 0d prior obsv, 30d gap"
7711,"Intelence exposures w 0d prior obsv, 30d gap"
7712,"Invega exposures w 0d prior obsv, 30d gap"
7714,"Invega Trinza exposures w 0d prior obsv, 30d gap"
7715,"Invokamet exposures w 0d prior obsv, 30d gap"
7716,"Invokana exposures w 0d prior obsv, 30d gap"
7717,"Janssen COVID-19 vaccine exposures w 0d prior obsv, 56d gap"
7718,"JELMIRON exposures w 0d prior obsv, 30d gap"
7719,"Ledaga exposures w 0d prior obsv, 30d gap"
7720,"Leustat exposures w 0d prior obsv, 30d gap"
7721,"Leustatin exposures w 0d prior obsv, 30d gap"
7722,"Levaquin exposures w 0d prior obsv, 30d gap"
7723,"Lexapro exposures w 0d prior obsv, 30d gap"
7724,"LEXAPRO MELTZ exposures w 0d prior obsv, 30d gap"
7725,"Micronor exposures w 0d prior obsv, 30d gap"
7726,"Micronor HRT exposures w 0d prior obsv, 30d gap"
7727,"Mylicon Children's exposures w 0d prior obsv, 30d gap"
7728,"Mylicon exposures w 0d prior obsv, 30d gap"
7729,"Nucynta exposures w 0d prior obsv, 30d gap"
7730,"NUCYNTA IR exposures w 0d prior obsv, 30d gap"
7731,"Odefsey exposures w 0d prior obsv, 30d gap"
7732,"Olysio exposures w 0d prior obsv, 30d gap"
7733,"Opsumit exposures w 0d prior obsv, 30d gap"
7737,"Pancrease exposures w 0d prior obsv, 30d gap"
7738,"Pancrease HL exposures w 0d prior obsv, 30d gap"
7739,"Parafon Forte DSC exposures w 0d prior obsv, 30d gap"
7740,"Parafon Forte exposures w 0d prior obsv, 30d gap"
7741,"Plegridy At exposures w 0d prior obsv, 30d gap"
7742,"Plegridy exposures w 0d prior obsv, 30d gap"
7743,"Ponvory exposures w 0d prior obsv, 30d gap"
7744,"Prezcobix exposures w 0d prior obsv, 30d gap"
7745,"Prezista exposures w 0d prior obsv, 30d gap"
7746,"Procrit exposures w 0d prior obsv, 30d gap"
7747,"Prograf exposures w 0d prior obsv, 30d gap"
7748,"Prograft exposures w 0d prior obsv, 30d gap"
7750,"Razadyne exposures w 0d prior obsv, 30d gap"
7751,"Remicade exposures w 0d prior obsv, 30d gap"
7752,"Resolor exposures w 0d prior obsv, 30d gap"
7753,"Risperdal Consta exposures w 0d prior obsv, 30d gap"
7754,"Risperdal exposures w 0d prior obsv, 30d gap"
7755,"Simponi Aria exposures w 0d prior obsv, 30d gap"
7756,"Simponi exposures w 0d prior obsv, 30d gap"
7757,"Sirturo exposures w 0d prior obsv, 30d gap"
7758,"Sporanox-Pulse exposures w 0d prior obsv, 30d gap"
7759,"Sporanox exposures w 0d prior obsv, 30d gap"
7760,"Spravato exposures w 0d prior obsv, 30d gap"
7761,"Stelara exposures w 0d prior obsv, 30d gap"
7762,"Sylvant exposures w 0d prior obsv, 30d gap"
7763,"Symtuza exposures w 0d prior obsv, 30d gap"
7764,"Topamax exposures w 0d prior obsv, 30d gap"
7765,"Topamax Sprinkle exposures w 0d prior obsv, 30d gap"
7766,"TOPAMAX SPRINKLE exposures w 0d prior obsv, 30d gap"
7767,"Tracleer exposures w 0d prior obsv, 30d gap"
7768,"Tremfya exposures w 0d prior obsv, 30d gap"
7769,"ULTRACET ER SEMI exposures w 0d prior obsv, 30d gap"
7770,"Ultracet exposures w 0d prior obsv, 30d gap"
7771,"ULTRACET SEMI exposures w 0d prior obsv, 30d gap"
7772,"Ultram exposures w 0d prior obsv, 30d gap"
7773,"ULTRAMAC exposures w 0d prior obsv, 30d gap"
7774,"ULTRAMAC SEMI exposures w 0d prior obsv, 30d gap"
7775,"Uptravi exposures w 0d prior obsv, 60d gap"
7776,"Velcade exposures w 0d prior obsv, 30d gap"
7777,"Veletri exposures w 0d prior obsv, 30d gap"
7778,"Ventavis exposures w 0d prior obsv, 30d gap"
7779,"Vermox exposures w 0d prior obsv, 30d gap"
7780,"Vermox Forte exposures w 0d prior obsv, 30d gap"
7781,"Vivitrol exposures w 0d prior obsv, 60d gap"
7782,"Xarelto exposures w 0d prior obsv, 30d gap"
7783,"Yondelis exposures w 0d prior obsv, 30d gap"
7784,"Zavesca exposures w 0d prior obsv, 30d gap"
7785,"Zytiga exposures w 0d prior obsv, 30d gap"
7786,"abiraterone exposures w 0d prior obsv, 30d gap"
7787,"almotriptan exposures w 0d prior obsv, 30d gap"
7788,"apalutamide exposures w 0d prior obsv, 30d gap"
7789,"bedaquiline exposures w 0d prior obsv, 30d gap"
7790,"bortezomib exposures w 0d prior obsv, 30d gap"
7791,"bosentan exposures w 0d prior obsv, 30d gap"
7792,"canagliflozin exposures w 0d prior obsv, 30d gap"
7793,"chlorzoxazone exposures w 0d prior obsv, 30d gap"
7794,"cladribine exposures w 0d prior obsv, 30d gap"
7795,"daratumumab exposures w 0d prior obsv, 30d gap"
7796,"darunavir exposures w 0d prior obsv, 30d gap"
7797,"decitabine exposures w 0d prior obsv, 30d gap"
7798,"doripenem exposures w 0d prior obsv, 30d gap"
7799,"doxorubicin exposures w 0d prior obsv, 30d gap"
7800,"emtricitabine exposures w 0d prior obsv, 30d gap"
7801,"epoetin alfa exposures w 0d prior obsv, 30d gap"
7802,"epoprostenol exposures w 0d prior obsv, 30d gap"
7803,"erdafitinib exposures w 0d prior obsv, 30d gap"
7804,"escitalopram exposures w 0d prior obsv, 30d gap"
7806,"ethinyl estradiol exposures w 0d prior obsv, 30d gap"
7807,"etravirine exposures w 0d prior obsv, 30d gap"
7808,"fentanyl exposures w 0d prior obsv, 30d gap"
7809,"galantamine exposures w 0d prior obsv, 30d gap"
7810,"golimumab exposures w 0d prior obsv, 45d gap"
7811,"guselkumab exposures w 0d prior obsv, 30d gap"
7812,"haloperidol exposures w 0d prior obsv, 30d gap"
7813,"ibrutinib exposures w 0d prior obsv, 30d gap"
7814,"iloprost exposures w 0d prior obsv, 45d gap"
7815,"infliximab exposures w 0d prior obsv, 30d gap"
7816,"itraconazole exposures w 0d prior obsv, 30d gap"
7817,"macitentan exposures w 0d prior obsv, 30d gap"
7818,"mebendazole exposures w 0d prior obsv, 30d gap"
7819,"mechlorethamine exposures w 0d prior obsv, 30d gap"
7820,"methylphenidate exposures w 0d prior obsv, 30d gap"
7821,"miglustat exposures w 0d prior obsv, 30d gap"
7822,"naltrexone exposures w 0d prior obsv, 30d gap"
7823,"norelgestromin and ethinylestradiol; systemic exposures w 0d prior obsv, 30d gap"
7824,"norethindrone exposures w 0d prior obsv, 30d gap"
7826,"paliperidone exposures w 0d prior obsv, 30d gap"
7827,"pancreatin exposures w 0d prior obsv, 30d gap"
7828,"peginterferon beta-1a exposures w 0d prior obsv, 30d gap"
7829,"pentosan polysulfate exposures w 0d prior obsv, 30d gap"
7830,"pimozide exposures w 0d prior obsv, 30d gap"
7831,"ponesimod exposures w 0d prior obsv, 30d gap"
7832,"prucalopride exposures w 0d prior obsv, 30d gap"
7833,"rilpivirine exposures w 0d prior obsv, 30d gap"
7834,"risperidone exposures w 0d prior obsv, 30d gap"
7835,"rivaroxaban exposures w 0d prior obsv, 30d gap"
7836,"selexipag exposures w 0d prior obsv, 30d gap"
7837,"siltuximab exposures w 0d prior obsv, 30d gap"
7838,"simeprevir exposures w 0d prior obsv, 30d gap"
7839,"simethicone exposures w 0d prior obsv, 30d gap"
7840,"tacrolimus exposures w 0d prior obsv, 30d gap"
7841,"tapentadol exposures w 0d prior obsv, 30d gap"
7842,"telaprevir exposures w 0d prior obsv, 30d gap"
7843,"topiramate exposures w 0d prior obsv, 30d gap"
7844,"trabectedin exposures w 0d prior obsv, 40d gap"
7845,"tramadol exposures w 0d prior obsv, 30d gap"
7846,"ustekinumab exposures w 0d prior obsv, 30d gap"
8688,"lixisenatide exposures w 0d prior obsv, 30d gap"
