10000	MFR
10001	MFR
10008	USP
10009	MFR
10015	USP
10024	USP
10026	USP
10030	MFR
10032	MFR
10034	BP
10035	USP
10036	MFR
10037	MFR
10040	USP
10041	USP
10042	USP
10044	USP
10045	MFR
10052	MFR
10054	USP
10062	USP
10063	USP
10064	USP
10114	MFR
10115	MFR
10116	MFR
10117	USP
10128	MFR
10134	MFR
10135	MFR
10136	BP
10143	MFR
10144	MFR
10165	MFR
10166	MFR
10169	MFR
10173	MFR
10177	MFR
10186	MFR
10200	USP
10211	USP
10217	USP
10222	MFR
10224	MFR
10225	MFR
10226	USP
1025	USP
10294	USP
1030	USP
1031	USP
10312	USP
10314	BP
10316	USP
10318	MFR
1032	USP
1033	USP
1036	USP
1037	USP
10382	MFR
10383	USP
10391	MFR
10393	MFR
10394	MFR
10395	MFR
10398	USP
10399	USP
10426	MFR
10433	MFR
10435	USP
10438	USP
10439	USP
10440	USP
10441	USP
10442	USP
10450	USP
10451	USP
10457	MFR
10485	MFR
10486	USP
10488	BP
10492	MFR
10494	USP
10495	MFR
10496	MFR
10497	USP
10509	USP
10511	USP
10512	MFR
10515	USP
10516	USP
10517	USP
10519	USP
10521	MFR
10523	USP
10525	USP
10526	BP
10535	USP
10546	MFR
10552	MFR
10567	USP
10569	MFR
10575	USP
10602	USP
10664	BP
10665	MFR
10666	MFR
10667	MFR
10672	USP
10686	MFR
10705	USP
10706	USP
10707	MFR
10708	USP
10709	USP
10710	USP
10711	USP
10712	USP
10748	USP
10762	BP
10767	BP
10770	USP
10777	USP
10781	USP
10785	MFR
10790	USP
10791	USP
10794	MFR
10806	USP
10817	MFR
10820	MFR
10828	MFR
10829	MFR
10830	MFR
10832	MFR
10834	MFR
10838	MFR
1084	BP
10851	USP
10853	USP
1086	USP
10860	MFR
10863	MFR
10863	USP
10864	MFR
10864	USP
10865	MFR
10865	USP
10866	USP
10867	USP
10874	USP
10875	USP
10876	USP
10877	USP
10878	USP
10883	CSD
10884	CSD
10885	CSD
10886	CSD
10887	CSD
10897	USP
10899	MFR
1090	MFR
10900	USP
10902	MFR
10903	MFR
10904	USP
10905	USP
10906	USP
10907	USP
10908	USP
10909	USP
10910	USP
10912	MFR
10918	MFR
10924	USP
10926	USP
10927	USP
10928	USP
10929	USP
10930	USP
10931	USP
10932	USP
10933	USP
10934	USP
10935	USP
10936	MFR
10937	MFR
10938	USP
10939	MFR
10940	USP
10941	USP
10947	MFR
10949	USP
10950	USP
10951	USP
10952	MFR
10953	MFR
10954	MFR
10958	USP
10971	USP
10975	USP
10976	USP
10977	USP
10986	USP
10995	USP
10999	MFR
11001	USP
11004	MFR
11011	USP
11012	MFR
11025	USP
11026	MFR
11027	MFR
11028	USP
11029	MFR
11030	MFR
11034	USP
11035	USP
11036	USP
11039	USP
11040	USP
11047	USP
11058	MFR
11059	MFR
11060	MFR
11062	USP
11063	USP
11065	MFR
11068	USP
11089	MFR
11095	USP
11096	USP
11116	MFR
11131	USP
11133	MFR
11138	USP
11140	USP
11141	USP
11151	USP
11152	USP
11153	USP
11154	USP
1118	BP
11197	USP
11207	USP
11223	USP
11224	USP
11229	MFR
1124	BP
1125	BP
11257	MFR
11258	USP
